text,intent
see what hours I can get in touch with customer assistance,contact_customer_service
help me to contact damn customer support,contact_customer_service
how to cancel purchase {{Order Number}}?,cancel_order
is it possible to place a order from {{Delivery Country}}?,delivery_options
I have got to see the early exit penalpties,check_cancellation_fee
"I have to check what delivery options are there, help me",delivery_options
i want assistance seeing the termination fees,check_cancellation_fee
help me see the current status of my compensation,track_refund
hlp seeing ur money back guarantee,check_refund_policy
assistance checking the current status of my restitution,track_refund
assistance to check in which cases can I request a refund,check_refund_policy
can i place an order frim {{Delivery Country}},delivery_options
wanna report a trouble with payment i need assistance,payment_issue
assistance to check in whih cases can I ask for refunds,check_refund_policy
help me see the termination charge,check_cancellation_fee
what are the cancelation fees?,check_cancellation_fee
help me see if there are any news on the rebate,track_refund
I am trying to inform of an error with paymenys,payment_issue
is it possible to see what shipping methods you offer?,delivery_options
shipments to {{Delivery Country}},delivery_options
i expecdt a refund of {{Refund Amount}} dollars,track_refund
assistance to see the refund current status,track_refund
i want help informing of problems with payment,payment_issue
have a problem with cancelling order {{Order Number}},cancel_order
I don't know how I can cancel purchase {{Order Number}},cancel_order
I want help checking what methods for delivery I can choose,delivery_options
I want help to check what shipping methods are there,delivery_options
shiping to {{Delivery City}},delivery_options
help to see ur money back policy,check_refund_policy
i do not know what to do to check the cancellation fees,check_cancellation_fee
I try to cancel purchase {{Order Number}},cancel_order
how to check the fucking rebate current status?,track_refund
where can I find information about the methods for shipping?,delivery_options
I don't know what I have to do to notify of a payment error,payment_issue
I expect a compensation of {{Currency Symbol}}{{Refund Amount}},track_refund
is it possible to order from {{Delivery Country}},delivery_options
do you deliver to {{Delivery City}} ?,delivery_options
help me to solve a payment problem,payment_issue
there is a trouble trying to update the shipping address,change_shipping_address
can uhelp me knowing if there are any news on my restitution,track_refund
I do not know how to update my shipping address,change_shipping_address
i dont know what to doto check ur money back policy,check_refund_policy
i do not know how to inform of an error with payments,payment_issue
where can I see the withdrawal penalty?,check_cancellation_fee
modify shipping address,change_shipping_address
help me to see if there is anything new on the reimbursement,track_refund
help solving a problem with online payment,payment_issue
I want to see in which cases can I ask to be reimbursed,check_refund_policy
